title,company,salary,description,link
UI/UX Designer,Baliola,Rp. 2.000.000 - Rp. 4.000.000 per bulan,"Baliola bergerak dibidang NFT Marketplace yang menjual NFT Artwork dari seniman kepada masyarakat di dunia. Baliola membutuhkan beberapa UI/UX Staff dengan posisi UI/UX Designer. Berikut spesifikasinya: UI/UX Designer 1. TUGAS DAN TANGGUNG JAWAB - Membuat tampilan desain antarmuka aplikasi. - Membuat design asset seperti icon, ilustrasi, font, dan warna. - Kolaborasi dengan tim desain. - Bertanggung jawab membuat desain prototype aplikasi. - Bertanggung jawab dengan hasil output design dalam aplikasi. - Mendesain interaksi setiap elemen yang ada di halaman sehingga memudahkan pengguna (user friendly). -Melakukan iterasi pada desain aplikasi dan/atau situs yang telah dibuat dengan mengakomodasi masukan dari user. -Memaksimalkan pengalaman pengguna pada desain interface produk digital. 2. PERSYARATAN UMUM DAN KUALIFIKASI - Laki – laki atau perempuan berpenampilan menarik - Usia maksimal 30 tahun - Pendidikan minimal SMA/SMK / D3 / S1 mencakup semua jurusan - Lokasi penempatan di Kota Denpasar - Menguasai Figma atau AdobeXD - Mampu Membuat Wireframe - Mampu Membuat Tampilan Desain UI/UX 5 hari kerja seminggu (Senin-Jumat) Penempatan di Denpasar Utara. Jenis Pekerjaan: Penuh Waktu Gaji: Rp2.000.000 - Rp4.000.000 per bulan Pendidikan: D1-D4 (Diutamakan) Tenggat Lamaran: 30/06/2022",https://id.indeed.com/company/Baliola/jobs/Ui-Ux-Designer-918298062ebdc7df?fccid=1e2285823a2857ed&vjs=3
Senior UI/UX Designer,Dropsuite,None,"About us Dropsuite is a Cloud based software platform that enables businesses to easily backup, recover and protect their digital assets. We do this through a network of preferred reseller partners who have a combined customer reach of millions of small and medium-sized businesses worldwide. Reseller partners are the core of our business. We provide partner with world-class backup software solutions and programs that cover technical support, sales and marketing support, reseller tools, dashboards, multiple languages and more.  We’re looking for a talented Senior UI/UX Designer to join our product team and help take our products to the next level.  Responsibilities Identifying User Experience problems from the products and system to understand how to create a better user experience based on user’s need. Create reliable mockups to visualize the solution that is relevant to the user’s problems and needs. Create prototypes that clearly illustrate how the product functions and interacts with users. Create design assets such as UI Components, Icons and Illustrations. Create a pixel perfect design implementation. Collaborate with Product Managers to create Product Requirement Documents that are related to design stuff. Assist the development team to implement the design solution. Maintaining User Interface consistency across multiple products. Supporting the other designers by maintaining the design style guide or UI Kit. Proactively improve and develop a new collaboration process with internal and external team.   Requirements Minimum of 2 years experience with portfolio of design projects for website or apps, preferably gained this experience in reputable company. Fluent in using User Interface Design tools such as Figma, Adobe XD, Sketch, etc. (Figma is preferable). Good understanding of the product platform (Web responsive & Mobile Apps). Good understanding of the grid implementation, information architecture and familiar with modular UI component structure. Knowledge of HTML, CSS, JS is a plus. Strong communication skills to present the idea clearly in details. Able to collaborate with both internal and external teams. Great sense of ownership, urgency, and self-driven. Good written and verbal communication skills in Bahasa and English.   What we offer Competitive compensation Long term incentives (e.g. Stock options or performance shares – subject to performance) Meaningful career path Health insurance Social Security (BPJS Ketenagakerjaan) Work in a global company with meaningful work and excellent culture   If the above excites you and you are the person we’re looking for; please submit your CV, including your portfolio. We regret to inform that only shortlisted candidates will be contacted.  Posting Statement Dropsuite is an Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status.",https://id.indeed.com/rc/clk?jk=84215757af9eb1c8&fccid=84a5bdec7881afd7&vjs=3
UI/UX Designer (Officer),PT Majoo Teknologi Indonesia,None,"As a part of our Product Design team, you will work side-by-side with product owners, researchers, and engineers to manifest the early ideas into an engaging product. To do that, you’ll need a deep understanding of our customers’ needs in order to make their experience with us easy and delightful.  Job Description: Identify basic design process: research, ideation, user journey. These processes will include but not limited to; build a prototype, create pixel-perfect design implementation, determine the interface style, interpret both quantitative and qualitative data as parameters to be documented on the design decisions.  Translate high-level requirements into interactions and artifacts, and transform them into pleasing, functional, and intuitive hi-fidelity interfaces.  Work closely with product owner and other teams under the designated stream/product to execute entire features or product. Here, you are expected to share ideas with Product Owners to solve user-related problems.  Collaborate closely with a multidisciplinary team to build or improve user experience to arrive at simple and intuitive solutions.  Proactively seek/give feedback from other teams to make sure concepts are meeting the intended project goal.  Proactively improve and develop new processes/ systems with a good balance between new trends and product requirements. Good understanding of design process and design principles (UX Laws, Gestalt Principles, Heuristic Usability, etc.).  Strong understanding of visual hierarchy, visual user interface design, motion interaction, and prototyping.  Good with a variety of design and prototyping tools (e.g., Sketch, Figma, InVision, etc.) and knowledge of technologies (e.g., iOS, Android, Web, etc.).  Good problem-solving skill, especially on balancing design aesthetic and product needs.  A team player type of person, experienced in working with agile teams.  Additional Experience  Strong understanding of how computers and humans interact and master the design fundamentals such as color, space, typography, hierarchy, and paddings and grids.",https://id.indeed.com/rc/clk?jk=13a7e76ddbe257e4&fccid=0065590b4cdda193&vjs=3
Contract Web UX/UI Designer,Pepal,None,"We are looking for an experienced UX/UI designer for a an existing SaaS web application for a three month contract. The successful candidate will be a contractor but form part of the core design and development team. All work will be remote. Please include portfolio and previous designs in your application. Required Experience: -Extensive experience with UI/UX design -Extensive experience with Figma, Sketch or other wire framing applications -Experienced using Adobe Suite -The UX goal of this project is to take a highly technical and difficult topic and translate that into a beautiful, intuitive, and functional interface To be a best fit for this project you need: -Ability to communicate clearly -Dedication to meet project deadlines in a timely manner -Attention to details -Able to work effectively from supplied Trello/Notion tasks -Willingness to sign an NDA and intellectual property assignment deed is a must Job Types: Full-time, Contract Contract length: 3 months Salary: Rp5,331,700 - Rp15,995,300 per hour",https://id.indeed.com/company/Pepal/jobs/Contract-Web-Ux-Ui-Designer-0fe651149cf11947?fccid=3d4ac68873909553&vjs=3
UI/UX Designer,Binar Academy - External Project,None,"Binar Job Connect is currently looking for UI/UX Designer for our hiring partner Waskita Karya, Yokke, SEVIMA, BRIIT, WLB, Bountie. This opportunity will allow you to be hired and work for a reputable company.  What Will You Do?  Evaluate user requirement to create UIUX design with a storyboard, user flow, and process flow  Collaborate with Product Manager and Engineer to define and implement innovative features for the product  Develop UIUX mockups and prototypes that illustrate the function and look of the product  Conduct concept and usability testing and gather feedback  Implement visually pleasing designs  Execute the whole visual design stages. Binar Academy aims to unlock and channel human potential so we can help the world turn into a better place. One of the ways we strive to do that is to channel potential talents to impactful opportunities using our very own job connector, Binar Job Connect.  Binar Job Connect has connected up to 250 talents & candidates; whether it be young & aspirational fresh graduate to tech-savvy team leaders, individuals who decided to start from scratch, and junior engineers to skilled product managers to our experienced hiring partners. Binar Job Connect provides various options of employment, as we intend that everyone processed by us can choose the best career track for them.  What Are We Looking For?  Familiar with wireframe tools (e.g Sketch, Adobe XD, InVision)  Proven UIUX experience, minimum 1-4 years  Familiar with diagraming tools to create flow chart  Experienced in usability testing  Great communication and team work skills  We will look forward to seeing your CV and Portfolio!",https://id.indeed.com/rc/clk?jk=9cc5a13a8621f0ef&fccid=3d586b1c449e9f06&vjs=3
UI/UX Designer,Bintoro Sinergi Korpora,None,"Team Digital Post Date: 01 Mar 2022 Last Date: 31 Des 2022 Job Description  Creating user-centered designs by understanding business requirements, and user feedback Creating user flows, wireframes, prototypes and mockups Translating requirements into style guides, design systems, design patterns and attractive user interfaces Designing UI elements such as input controls, navigational components and informational components Creating original graphic designs (e.g. images, sketches and tables) Identifying and troubleshooting UX problems (e.g. responsiveness) Collaborating effectively with product, engineering, and management teams Incorporating customer feedback, usage metrics, and usability findings into design in order to enhance user experience  Job Requirement  You have a degree/diploma in DKU, IT, Design, Fine Arts, Engineering or related field You have prior experience as a UI/UX Designer as well as a strong portfolio of related projects You pay strong attention to detail and have a keen eye for aesthetics You have excellent communication skills and can clearly articulate your ideas, designs, and suggestions You are a strong team player who can collaborate effectively with different stakeholders  JOB TYPE  Full Time  SALARY  Rp NaN - Rp NaN  EXPERIENCE  2 tahun  VACANCY  -  LOCATION  Jakarta LAMAR",https://id.indeed.com/rc/clk?jk=59702906a294443a&fccid=51dc6237103222eb&vjs=3
UI/UX Designer,PT Majoo Teknologi Indonesia,None,"As a part of our Product Design team, you will work side-by-side with product owners, researchers, and engineers to manifest the early ideas into an engaging product. To do that, you’ll need a deep understanding of our customers’ needs in order to make their experience with us easy and delightful.  Job Description: Identify basic design process: research, ideation, user journey. These processes will include but not limited to; build a prototype, create pixel-perfect design implementation, determine the interface style, interpret both quantitative and qualitative data as parameters to be documented on the design decisions.  Translate high-level requirements into interactions and artifacts, and transform them into pleasing, functional, and intuitive hi-fidelity interfaces.  Work closely with product owner and other teams under the designated stream/product to execute entire features or product. Here, you are expected to share ideas with Product Owners to solve user-related problems.  Collaborate closely with a multidisciplinary team to build or improve user experience to arrive at simple and intuitive solutions.  Proactively seek/give feedback from other teams to make sure concepts are meeting the intended project goal.  Proactively improve and develop new processes/ systems with a good balance between new trends and product requirements. Good understanding of design process and design principles (UX Laws, Gestalt Principles, Heuristic Usability, etc.).  Strong understanding of visual hierarchy, visual user interface design, motion interaction, and prototyping.  Good with a variety of design and prototyping tools (e.g., Sketch, Figma, InVision, etc.) and knowledge of technologies (e.g., iOS, Android, Web, etc.).  Good problem-solving skill, especially on balancing design aesthetic and product needs.  A team player type of person, experienced in working with agile teams.  Additional Experience  Strong understanding of how computers and humans interact and master the design fundamentals such as color, space, typography, hierarchy, and paddings and grids.",https://id.indeed.com/rc/clk?jk=5e33bfa63e771d3d&fccid=0065590b4cdda193&vjs=3
UI/UX Designer,Dekoruma,None,"Work cross-functionally with product managers, software engineers and other product designers.  Participate in the entire design process: research, conceptual exploration, visual exploration, testing & monitor the impact after product release.  Improve Dekoruma’s product with data-driven & user-driven approach.  Design product across multiple platforms, such as: mobile & desktop web with our design system.  Collaborate with product managers to identify & analyze problem based on product vision & KPI.  Articulate the ideas/design solution to the product team under supervision of product design lead to solve the problems.  Deliver & maintain design requirement document to validate design decisions that your team and stakeholders have agreed on. Qualification & Education  2-3 years of experience in UI/UX or product design industry.  Excellent understanding of design process & principles.  Proficient in design tools (E.g. Figma, SketchApp, Whimsical, Adobe XD, etc).  Experience to create icon & illustration is a huge plus.  Experience with e-commerce or marketplace products is highly appreciated.  Good sense of design, writing & communication skills.  Desire to learn & adapt to new technologies & design trends.  Skills Required  Basic User Research  Wireframing & Visual Designing (Figma, SketchApp, Whimsical, etc.)  Analytical and Problem Solving Skill  Communication Skill",https://id.indeed.com/rc/clk?jk=cc8a23165a97cfdc&fccid=286f5e91662ae764&vjs=3
Senior UI/UX Designer,Nuri Global,None,"Gathering and evaluating user requirements, in collaboration with product managers and engineers Illustrating design ideas using storyboards, process flows and sitemaps Designing graphic user interface elements, like menus, tabs and widgets Gather and evaluate user requirements in collaboration with product managers and engineers Illustrate design ideas using storyboards, process flows and sitemaps Design graphic user interface elements, like menus, tabs and widgets Build page navigation buttons and search fields Develop UI mockups and prototypes that clearly illustrate how sites function and look like Create original graphic designs (e.g. images, sketches and tables)Prepare and present rough drafts to internal teams and key stakeholders Identify and troubleshoot UX problems (e.g. responsiveness)Conduct layout adjustments based on user feedback Adhere to style standards on fonts, colors and images Priority Experienced in E-Commerce platform design Job Type: Full-time Experience: in e-commerce platform design: 3 years (Required) Application Deadline: 06/30/2022",https://id.indeed.com/company/Nuri-Global/jobs/Senior-Ui-Ux-Designer-51df5e7a76e1a006?fccid=8189a1ce6fbb008c&vjs=3
Senior UI/UX Designer,PT Nusa Satu Inti Artha,None,"Minimum 3 years of working experience in product design. Experienced in supervising and mentoring teams (preferred). Online portfolio with a range of interactive samples. Strong communication skills to collaborate in cross-functional teams. Good knowledge of design fundamentals, such as design thinking frameworks, and able to take on a structured approach to solving problems. Experience in conducting user research through various methods and can translate research findings into tangible and actionable results. Strong knowledge in User Interface and User Experience Design for the web, mobile, or touch devices. Understand responsive design. Experience with Figma, Sketch, Adobe Products (Photoshop, XD, and Illustrator), Marvel, Zeplin, or other design tools. Ability to prototype and demonstrate design concepts to extended stakeholders with inVision, Principle, or Framer tools. Always update to the latest design trends and tools. Working knowledge of common mobile and front-end web development. Excellent organizational, project management, and collaboration skills to manage a wide range of stakeholders.   Plus Point: Bachelor's Degree in Computer Science or related fields. Have experience in the payment industry. Strong understanding of Human Psychology and Behavior. Knowledge of front-end development languages (HTML, CSS & JavaScript).",https://id.indeed.com/rc/clk?jk=5b7f5fb5333938d8&fccid=767e178d9d21a1b0&vjs=3
Sr Graphic Designer / Motion Graphics / UI/UX (Remote),Pave Creative Marketing Agency,Rp. 5.740.000 - Rp. 12.910.000 per bulan,"Pave Creative & Marketing Agency is helping people discover and celebrate the world's best brands through a completely renovated marketing, branding, and e-commerce strategy that directly connects and empowers both consumers and brands. Based in Orange County and Los Angeles, California USA, Pave has worked with thousands of brands and businesses from small to Fortune 500 companies across the world. We are only looking for the best of the best talent to join our Pave team. Opportunity Pave's Graphic Designers are a part of the Creative Department and a core to the branding, storytelling, and innovation of the company. With Pave's Creative Department being dubbed as a Creative Agency and a central resource that helps keep things cohesive and aligned both internally and externally- this role works very cross-functionally on a variety of projects. Our Graphic Designers focus on many initiatives from Consumer Marketing events and campaigns, department decks and collateral, social media creative, and even Culture and swag! Pave's Graphic Designers have the opportunity to diversify their skills while given freedom and flexibility to propose new and exciting ideas for Brand. This role reports directly to Pave's Graphics Design Lead. Responsibilities Help manage and lead a variety of creative projects from event assets, social media, print marketing material, web designs, UI/UX, decks and proposals, to culture experiences. Contribute to the ever-evolving branding of Pave, proposing new and fresh ideas on a regular basis. Work collaboratively on specific campaigns, developing initial looks as well as a/b tests. Qualifications Must display strong skills in graphic design work as well as ability to thoroughly understand projects and execute on deliverables Fluent English speaking/writing/reading/listening a must. Must have exceptional knowledge of Adobe Creative Suite Must have advanced knowledge of wireframes and proper design strategies. Has a diverse portfolio and showcases ability to work on a variety of projects from social media graphics, to ad creative, to event collateral. Displays strong knowledge of working within Figma, Xd, Photoshop, Lightroom, and Adobe Illustrator 5+ years of experience including experience either in-house with a Brand or Agency MOTION GRAPHICS skill highly desired VIDEO EDITING skills highly desired Pave is an Equal Opportunity Employer. We embrace diversity and equal opportunity in a serious way. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. The more inclusive we are, the better our work will be. *PORTOFLIO AND RESUME REQUIRED ALL APPLICANTS WITHOUT BOTH WILL AUTOMATICALLY BE REJECTED Job Type: Full-time Pay: Rp5,740,000 - Rp12,910,000 per month Experience: Graphic design: 1 year (Preferred)",https://id.indeed.com/company/Pave-Creative-Marketing-Agency/jobs/Sr-Graphic-Designer-0555d2cde32d30d4?fccid=6d1a718807b14ea7&vjs=3
UI/UX Designer,Tera Logistik Internasional,None,"Requirements Minimum 2 years of UI/UX design experience. Bachelor’s Degree in design or related fields from reputable university. Proficiency in Photoshop, Illustrator, CorelDraw, or other visual design tools. Required languages: English and Bahasa Indonesia. Applicants must be willing to work in Jakarta. Responsibilities Execute all visual design stages from concept to final hand-off to engineering. Conduct user research and evaluate user feedback. Analysing usage data and traffic patterns. Developing and maintaining design wireframes and specifications.   Please send your job application to the following email address: support@teralogistics.com",https://id.indeed.com/rc/clk?jk=86542d1f426d5a24&fccid=94739c72d932006f&vjs=3
Senior UX Designer,Blibli,None,"Sr. UX Designer will collaborate with product managers, technology, and marketing on conceptual models, process flows, user scenarios & tasks, and UI design.  Translate user requirements and complex business processes into highly usable, highly interactive applications by applying a user-centric approach to design, and balancing the end-user experience with the stated business purpose.  Contribute towards user requirements gathering for new product releases.  Conceive, document, and evangelize user interface guidelines and design patterns.  Work across various lifecycle stages of a product, from new products to continuous product improvements through an agile (scrum) process.  Inspire the team to execute your UX vision Bachelor in Design, Information Technology, Computer Science, Visual Communication Design, Psychology or related field from top universities.  Minimum of 5 years of related work experience  Experience in developing the design for new user experiences, creating concepts, designing mockups and specifications, and representing the designs to the product team  Demonstrable leadership, organizational, and communication skills  A team player who is willing to learn and collaborate with others  Ability to analyze problems from end to end and looking to solve the bigger picture  Portfolio is a must!",https://id.indeed.com/rc/clk?jk=a9c11aa6ede7adec&fccid=a6295775bb90089b&vjs=3
Product Designer - (WhatsApp & Customer Care Touchpoints),The Body Shop Indonesia,None,"Facilitate customer journey vision for WhatsApp & Customer Care channel by researching, conceiving, gathering and documenting requirements.  Create, design, and deliver roadmap for customer journey innovation and optimization that lead to intuitive and seamless customer experience for WhatsApp & Customer Care channel and to be seamlessly aligned with other channels.  Take a customer-centric development approach, data-driven approach, or other approach to deliver development roadmap that enhance customer experience in WhatsApp & Customer Care channel.  Collaborate with UX/UI designers, UX writer, business owners, and other stakeholders to create and deliver engaging user stories, customer journey, and user processes for WhatsApp & Customer Care channel development.  Collaborate with IT team to define and implement innovative solutions to ensure releases of high quality and excellent customer experience for WhatsApp & Customer Care channel.  Collaborate with CX research & analyst to analyze user feedback & activity and provide iteration to enhance the customer experience. Bachelor's degree from any field  Minimum 4 years experience in customer experience/product owner/business analyst role  Good analytical skill to understand customers and business needs  Familiar with user-centered design and agile development  Able to communicate complex business or technical information effectively  Strong collaboration skill to work with cross-functional teams  Preferably have experience in chat bot/customer care application development",https://id.indeed.com/rc/clk?jk=86ff239f6ef9a1ec&fccid=4d92dc4ca14d5256&vjs=3
UI/UX Designer,Nomura Research Institute Indonesia,None,"About your responsibilities for the Role  Analyzing and actively discussing project requirements.  Produce high-fidelity UI prototypes throughout the entire design process.  Create any design materials needed for the product and actively collaborate with the engineering team.  Write and manage technical documentation. Requirements - What you need to have (minimum qualifications)  Experience in end-to-end interface design in software/web technologies.  String aesthetic, conceptual, and design communication skills.  Highly skilled in visual design including UI, Icon, Illustration, and Prototyping across different platforms.  Experience in building and implementing design systems.  Proficient with design and prototyping software such as Sketch, XD, Figma, or Framer.  Ability to effectively communicate problems and solutions to the different team members.  Good cross-team collaboration and communication skills.  Willingness to learn and adapt to different technologies.  Preferred - What would make you stand out from the crowd (preferred qualifications)  Experience in designing SaaS.  Experienced in Agile/Scrum development.  Able to conduct usability testing.",https://id.indeed.com/rc/clk?jk=6e8a10b981be4cfa&fccid=eae55ed3a9b44bba&vjs=3
UI / UX Designer,Vodjo Teknologi Indonesia,None,"Vodjo is currently seeking UI/UX Designer with a passion for creating amazing user experiences. You possess superior UI/UX skills and are able to translate high-level requirements into interaction flows and then transform them into beautiful, intuitive, and functional user interfaces. REQUIRED SKILLS Proven work experience as a UI/UX Designer or similar role. Great taste and love for beautiful design. Excellent understanding of the design process and principles. Strong attention to detail. Experience with interactive and responsive web design. Experience with mobile app design. Proficient in design tools (e.g. Sketch, Figma, Adobe XD, Adobe Photoshop, Adobe Illustrator, etc.). Proficient in prototyping tools (e.g. Marvel, Zeplin, etc.). DESIRED SKILLS Experience working in collaboration with other designer. Experience in user research is a plus. Experience in agile methodology is a plus. Familiarity with HTML5, CSS3, and JavaScript is a plus.   Be a part of our team! Vodjo is filled with passionate young individuals who has certain uniqueness within themselves. We all share the same believe that we are here to grow together and give good impact to others. Furthermore, we value kinship, transparency, and professionalism at work. It goes without saying that we all share the same vision though we come from different background. So, let’s grow together! Kindly drop your CV and portfolio to career@vodjo.com",https://id.indeed.com/rc/clk?jk=f44f7031e9d84424&fccid=2e77b026640fbc1c&vjs=3
UI / UX Designer,PT Commeasure Solutions Indonesia (Reddoorz),None,"Requirements:Requirements   Bachelor's degree preferred in design-related discipline: Interaction, Information or Interface design; Human-Computer Interaction; Design Planning; Graphic Design. Have minimum experience of 3 years in UI/UX field Experience in working on multiple projects simultaneously Ability to work collaboratively on multi-disciplinary and multi-national teams   Responsible:Responsibilities:   Identify strategic opportunities for competitive advantage based on findings Design/user testing sessions and present findings and recommendations to cross-functional teams Analyze, synthesize, and organize research data into meaningful themes, categories, and visually compelling frameworks Identify opportunities to create business value and improve the user experience, based on user research organize opportunities into visually compelling works. Engaging scenarios and frameworks that describe key aspects of a proposed experience, and how it reconciles business and user needs Create a visually compelling representations of the solution’s high-level interaction, navigation, and organization design (i.e., prototyping) Create comprehensive sitemaps, wireframe systems, and process flows for large-scale solutions Identify tools, templates, and techniques that evolve existing approaches for UI/UX deliverable results (Sketch app, Invision/Marvel, Adobe XD, etc) Knowledge in HTML, CSS and other frontend language. Portfolio is a must",https://id.indeed.com/rc/clk?jk=89d84a799ca0292b&fccid=e70587860d5ff12a&vjs=3
UI/UX & Designer,Sinarmas Land,None,"Job Descriptions : Gather and evaluate user requirements in collaboration with product managers and engineers Illustrate design ideas using storyboards, process flows and sitemaps Develop UI mockups and prototypes that clearly illustrate how sites function and look like Conduct layout adjustments based on user feedback Adhere to style standards on fonts, colors and images  Job Requirements : Minimum Bachelor's degree in Any Major Minimum 2 years of experience work as a UI/UX Designer or similar role Portfolio of design projects Knowledge of wireframe tools (e.g. Wireframe.cc and InVision) Up-to-date knowledge of design software like Adobe Illustrator and Photoshop Team spirit; strong communication skills to collaborate with various stakeholders Good time-management skills Fluent in English (spoken and written) Computer literate (Ms. Office) Willing to be placed in BSD City",https://id.indeed.com/rc/clk?jk=b670d2dbb0e22726&fccid=483a35c8a7183a21&vjs=3
UI/UX Designer,Bali Staff Solutions,None,"A digital agency in Ubud, Bali is looking for a talented and enthusiastic UI/UX Designer (Full-time). Responsibilities: Investigating user experience design requirements for our clients Developing and conceptualizing a comprehensive Ul/UX design strategy for our clients Producing high-quality UX design solutions through wireframes, visual and graphic designs and site maps Design UI elements and tools such as navigation menus, search boxes tabs and widgets for our clients Testing UI elements such as CTAs, banners, page layouts, page designs, page flows and target links for our client's websites Collaborating with the marketing, designer and website team (internal & external) to ensure the creation, and development to deliver tailored experiences for our clients Providing advice and guidance on the implementation of UX research methodologies in order to analyze and predict user behavior Requirements: Indonesian citizen Proficient in written and verbal English communication A bachelor's degree and a minimum of 2 years of Ul/UX design experience for digital products or services in a company or agency A portfolio of professional Ul/UX design works for both web and mobile platforms Working knowledge of the following technologies and software: Sketch, lnVision, HTML, CSS, IOS, Android, Design Systems and Adobe creative suite or similar Excellent writing and verbal communication skills Multi-tasking and time management skills with the ability to prioritize tasks A team player but can work independently too Job Type: Full-time Application Question(s): Are you familiar with Sketch, lnVision, HTML, CSS, IOS, Android, Design Systems, or Adobe creative? Education: S1 (Preferred) Experience: Ul/UX design: 2 years (Preferred) working with digital products or services: 1 year (Preferred) Language: English (Preferred)",https://id.indeed.com/company/Bali-Staff-Solutions/jobs/Ui-Ux-Designer-518b9bf9a9addd8f?fccid=b14eeb3316545a51&vjs=3
Magang Ui/Ux-Designer,Qtera Mandiri PT,None,"Hi Millenials People Let's Join Our Winning Team Kami mencari kandidat terbaik untuk mengisi posisi yang dibutuhkan oleh tim dengan tanggung jawab : Membantu membuat prototipe aplikasi web dan material desain untuk website   Kualifikasi: Terbiasa menggunakan aplikasi desain seperti Figma atau Adobe Xd lebih disukai Kreatif dan memiliki passion dibidang desain Mampu menuangkan ide menjadi sebuah desian/konten yang menarik Lokasi magang di area perkantoran Kelapa Gading Benefit : Upah bekerja Sertifikat Internship Peluang menjadi karyawan Waktu kerja Senin-Jumat Apabila anda adalah pribadi yang kami butuhkan, silahkan apply lamaran untuk mengikuti tahap seleksi HRD PT QTERA MANDIRI Rukan Villa Gading Indah Blok A1 No.1 (sebelah Apartemen Mediterania) Jl. Boulevard Bukit Gading Raya Kelapa gading, Jakarta Utara 14240",https://id.indeed.com/rc/clk?jk=f26801a5d3ded687&fccid=a437d49592e247ab&vjs=3
Senior UI/UX Designer,Whello Indonesia,None,"Collaborating, managing, and leading design team members Present design ideas to stakeholders, design team, and developers Create an assessment test and interview new potential design candidates Qualification Have a minimum of 4 - 5 years of working experience Strong communicator with a strong ability to get user feedback and is humble to seek opinions of other team members such as the sales, marketing, and engineering team to improve your craft Strong in setting up processes and having strong clarity of objectives Strong in articulating customer needs and translating them into business outcomes Has experience in leading a small design team looking to step up to lead design for a scaling organization Familiar with leading, managing, and optimizing design processes, (eg. design sprints, user interview processes, solution crafting workflow, wireframing, and design delivery Able to clearly articulate the reason behind your design decisions and address concerns from other stakeholders Competencies Proficient in Photoshop, Adobe Illustrator, Adobe XD, and Figma Understand the basics of HTML, CSS JavaScript & WordPress, be aware that your design is able to implement or translate it into code. Having a strong portfolio with real multiple shipped products like interface design (website & mobile), and branding. Able to create icon or animation assets with Lottie files format (.JSON) is a plus Job Type: Full-time Education: D1-D4 (Preferred) Experience: Design: 4 years (Preferred)",https://id.indeed.com/company/Whello-Indonesia/jobs/Senior-Ui-Ux-Designer-718ae736a12b2cf0?fccid=13be16a7e85d3228&vjs=3
Web Designer,CV. BUDI JAYA SENTOSA,Rp. 3.500.000 - Rp. 4.500.000 per bulan,"Pendidikan minimal SMK Memiliki lebih dari 2 tahun pengalaman Memiliki pengalaman luas dalam menggunakan praktik terbaik desain UX untuk membangun halaman web lead-gen yang efektif dan desain responsif Memiliki pemahaman yang jelas tentang pentingnya desain & pemikiran desain yang berpusat pada pengguna Bersemangatlah untuk menyelesaikan masalah pengguna melalui desain yang hebat Mampu memenuhi tenggat waktu yang agresif dalam lingkungan yang serba cepat Memiliki minat pada estetika & perhatian terhadap detail Mahir dalam Figma, Illustrator, Photoshop, dan alat pembuatan web lainnya Pengetahuan dalam HTML, CSS, JavaScript, & WordPress adalah nilai tambah tanggung jawab: Berkolaborasi dengan tim Pemasaran Digital untuk mengusulkan, merancang, & mengirimkan gambar rangka, perjalanan pengguna, dan mock-up UI. Berkolaborasi dengan tim SEO & Konten untuk menetapkan praktik terbaik untuk situs web berkinerja tinggi. Berkolaborasi dengan Pengembang Front-End untuk memastikan hasil yang berkualitas tinggi & bebas bug. Kembangkan prototipe UI dengan ketelitian tinggi untuk situs web responsif & pertahankan konsistensi sistem desain kami. Job Type: Full-time Salary: Rp3,500,000 - Rp4,500,000 per month Ability to commute/relocate: Sidoarjo: Reliably commute or planning to relocate before starting work (Required) Education: SMA/SMU/SMK (Preferred) Experience: HTML: 1 year (Preferred) Graphic Design: 1 year (Preferred) Web Design: 1 year (Preferred) CSS: 1 year (Preferred)",https://id.indeed.com/company/Master-Production-Surabaya/jobs/Web-Designer-50619938cf54a744?fccid=dd2a5a8f74b8bdaf&vjs=3
UI / UX Designer,PT Mobile Sarana Sentosa,None,"Persyaratan  2-3 years of UI/UX experience in Digital Environment (E-Commerce – WEB APPS – Mobile Apps) Experience with different platforms supports : Web (Desktop + mobile), Nativ (Mobile + tablet) Advanced level of UI to create visual interface, visual design language Strong experience using tools such as Sketch and/or FIGMA, InVision and/or Marvel, Photoshop, Illustrator, etc. Good Understanding of iOS and Android Design system Creative ideas with problem solving mindset Experience with working in AGILE environment is and Advantage Tanggung Jawab  Create innovative digital design solutions and UI systems Create design/interaction guidelines and libraries that can be applied across IOS, Android and Web Solutions.Design practical and user-centred digital experiences using modern design tools and methodologies Collaborate with intenal teams to design products from Idea to launch Analyze task, model information, navigation and flows using UX best practices for web and mobile Take part in Agile ceremonies to ensure that UI activities are represented in backlog Present design solution to stakeholders and company executives, defend design decision and incorporate feedback into the design cycle Disclaimer: melamar pekerjaan di Karir.com tidak dipungut biaya",https://id.indeed.com/rc/clk?jk=9356873835a5eac6&fccid=728098b490b407d9&vjs=3
UI/UX Designer,1001malam.com,None,"Roles & Responsibilities Develop and improve user interface and user experience to all our products and features Participate in the development process, from design, build, test, and maintenance Building mock-up and validation factors Qualifications Mastery of Adobe Photoshop and Illustrator 1+ years in designing for mobile applications 3+ years in visudal design Have experience working on large scale web and mobile app Have a good knowledge in prototyping Solid skills in visual design with excellent attention to detail on typography and intuitive layout   . Kirimkan job application anda ke jobs@1001malam.com dengan posisi yang diinginkan di bagian subject email.",https://id.indeed.com/rc/clk?jk=fb8a75ecf8aa4c19&fccid=98ef5a59af634c10&vjs=3
